<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
29.10.2020,17:45:00,110575,115029,107903,113129,44
29.10.2020,17:46:00,109758,115197,107902,109035,35
29.10.2020,17:47:00,113679,115171,107969,107969,13
29.10.2020,17:48:00,114029,115266,107905,109200,77
29.10.2020,17:49:00,114637,115215,108158,108888,5
29.10.2020,17:50:00,112676,114997,107949,109273,97
29.10.2020,17:51:00,113739,115266,108212,108599,43
29.10.2020,17:52:00,108088,115052,108026,111083,78
29.10.2020,17:53:00,114704,115209,107926,110505,60
29.10.2020,17:54:00,109489,115166,107909,113979,88
29.10.2020,17:55:00,110096,115186,107920,108792,71
29.10.2020,17:56:00,111769,115057,107945,109095,75
29.10.2020,17:57:00,111548,115208,107935,113819,97
29.10.2020,17:58:00,112722,115133,108113,110328,8
29.10.2020,17:59:00,114073,115206,108118,108780,82
29.10.2020,18:00:00,109223,115268,108076,111222,34
29.10.2020,18:01:00,109673,115273,107945,113607,93
29.10.2020,18:02:00,112369,115042,107943,114795,82
29.10.2020,18:03:00,112975,115190,107973,114101,51
29.10.2020,18:04:00,112884,115259,107915,109847,4
29.10.2020,18:05:00,110564,115242,108030,109739,36
29.10.2020,18:06:00,111001,115087,108043,111372,1
29.10.2020,18:07:00,111122,115287,108227,111574,42
29.10.2020,18:08:00,111147,115114,108017,113267,70
29.10.2020,18:09:00,112809,115205,107903,107976,69
29.10.2020,18:10:00,115230,115276,107983,107983,38
29.10.2020,18:11:00,108347,114982,108180,108180,12
29.10.2020,18:12:00,109280,115242,108285,110200,47
29.10.2020,18:13:00,109737,115282,107944,108466,68
29.10.2020,18:14:00,108386,115252,108158,109190,60
29.10.2020,18:15:00,110025,115077,108024,112428,89
29.10.2020,18:16:00,110569,115138,108037,110386,30
29.10.2020,18:17:00,114545,115024,107986,112097,29
29.10.2020,18:18:00,108256,115263,108146,108839,19
29.10.2020,18:19:00,109907,115276,107923,109590,24
29.10.2020,18:20:00,112394,115149,107914,114284,66
29.10.2020,18:21:00,112438,114893,108099,114622,94
29.10.2020,18:22:00,110817,115133,107919,114100,93
29.10.2020,18:23:00,112927,115286,108035,111759,75
29.10.2020,18:24:00,115269,115269,108024,113413,16
29.10.2020,18:25:00,112337,114870,108143,111032,61
29.10.2020,18:26:00,109190,115069,107966,109821,34
29.10.2020,18:27:00,109144,115072,107969,112077,62
29.10.2020,18:28:00,109354,115235,107918,114171,17
29.10.2020,18:29:00,112918,115185,108102,111191,89
29.10.2020,18:30:00,111723,115214,107944,108500,59
29.10.2020,18:31:00,112271,115216,107919,113415,5
29.10.2020,18:32:00,115039,115039,108156,108835,68
29.10.2020,18:33:00,109738,115173,108067,113309,88
29.10.2020,18:34:00,115077,115077,107945,110944,65
29.10.2020,18:35:00,110409,115264,108001,115264,32
29.10.2020,18:36:00,111517,115251,108197,111394,14
29.10.2020,18:37:00,112198,115236,108022,115169,62
29.10.2020,18:38:00,110863,114822,107940,112131,24
29.10.2020,18:39:00,113845,115261,108055,113289,6
29.10.2020,18:40:00,110639,115296,107966,109313,37
29.10.2020,18:41:00,113125,115102,107914,114761,31
29.10.2020,18:42:00,108768,115271,107900,112729,54
29.10.2020,18:43:00,114921,115135,107942,112891,12
29.10.2020,18:44:00,110339,115236,107902,113009,22
29.10.2020,18:45:00,114339,115167,107927,111816,10
29.10.2020,18:46:00,108671,115280,108210,115280,3
29.10.2020,18:47:00,114245,115059,107927,114384,89
29.10.2020,18:48:00,110450,115277,107901,108208,24
29.10.2020,18:49:00,108442,115269,108029,108401,8
29.10.2020,18:50:00,109844,115250,107994,109216,20
29.10.2020,18:51:00,110810,115085,107962,113931,72
29.10.2020,18:52:00,112882,115012,108084,110119,90
29.10.2020,18:53:00,110045,115265,107936,114489,8
29.10.2020,18:54:00,113889,115258,108167,114568,60
29.10.2020,18:55:00,112270,115083,108095,108203,97
29.10.2020,18:56:00,110882,115225,108199,113349,37
29.10.2020,18:57:00,110897,115245,108050,111280,59
29.10.2020,18:58:00,113641,115187,108051,111555,31
29.10.2020,18:59:00,109346,115217,108172,115217,58
29.10.2020,19:00:00,115125,115254,107932,112924,7
29.10.2020,19:01:00,108189,115281,108030,113231,85
29.10.2020,19:02:00,112768,115117,108087,112124,26
29.10.2020,19:03:00,112153,115122,108168,111491,25
29.10.2020,19:04:00,111755,115274,107955,113878,21
29.10.2020,19:05:00,110180,115219,107964,112363,57
29.10.2020,19:06:00,113969,115297,107937,109331,32
29.10.2020,19:07:00,114452,114862,107945,112325,55
29.10.2020,19:08:00,112489,115217,107954,110570,86
29.10.2020,19:09:00,113092,115157,108002,113648,24
29.10.2020,19:10:00,109370,114656,107965,114050,5
29.10.2020,19:11:00,115112,115139,107924,112924,53
29.10.2020,19:12:00,112715,115213,107948,113327,52
29.10.2020,19:13:00,109853,115198,108039,115132,50
29.10.2020,19:14:00,114250,115287,107974,109364,53
29.10.2020,19:15:00,114654,114837,108008,113698,12
29.10.2020,19:16:00,110723,115160,108020,113555,91
29.10.2020,19:17:00,109825,115213,108056,114461,42
29.10.2020,19:18:00,112053,115270,108058,108704,68
29.10.2020,19:19:00,110933,115229,108023,112017,91
29.10.2020,19:20:00,110688,115239,107927,111491,36
29.10.2020,19:21:00,111962,115239,107913,111274,56
29.10.2020,19:22:00,115145,115145,108014,109603,4
29.10.2020,19:23:00,114253,115030,108086,115030,71
29.10.2020,19:24:00,110962,115219,108036,108406,42
29.10.2020,19:25:00,111840,115086,108285,109308,40
29.10.2020,19:26:00,114898,115079,107975,112611,4
29.10.2020,19:27:00,112755,115274,107903,113607,66
29.10.2020,19:28:00,109275,115030,107979,110727,63
29.10.2020,19:29:00,111933,115290,107993,113156,79
29.10.2020,19:30:00,109169,115158,108262,113072,71
29.10.2020,19:31:00,110421,115168,108039,114451,76
29.10.2020,19:32:00,108824,115295,108269,109408,20
29.10.2020,19:33:00,110919,115178,108199,113837,81
29.10.2020,19:34:00,112220,115252,108105,108207,81
29.10.2020,19:35:00,110394,115219,107925,114800,30
29.10.2020,19:36:00,113290,115288,107989,111715,95
29.10.2020,19:37:00,114577,115146,107907,114670,64
29.10.2020,19:38:00,109726,115070,108002,110384,63
29.10.2020,19:39:00,111017,115179,107989,114871,82
29.10.2020,19:40:00,109805,115146,107967,114952,15
29.10.2020,19:41:00,112191,115031,107954,115031,7
29.10.2020,19:42:00,115226,115243,107971,111114,82
29.10.2020,19:43:00,107947,115250,107947,111502,65
29.10.2020,19:44:00,113688,115256,107912,108496,84
29.10.2020,19:45:00,113064,115289,107924,112491,77
29.10.2020,19:46:00,110262,114912,108039,112172,11
29.10.2020,19:47:00,112535,114902,107926,112740,92
29.10.2020,19:48:00,109497,115136,108366,109955,24
29.10.2020,19:49:00,114002,115175,107955,115033,74
29.10.2020,19:50:00,109263,115271,108164,112098,55
29.10.2020,19:51:00,114425,115203,107913,109037,95
29.10.2020,19:52:00,111605,115287,107990,114249,90
29.10.2020,19:53:00,111115,115047,107989,108504,23
29.10.2020,19:54:00,110595,115084,107932,110313,35
29.10.2020,19:55:00,109970,115256,108000,113657,18
29.10.2020,19:56:00,108849,115217,107977,113969,67
29.10.2020,19:57:00,111620,115157,107932,110059,91
29.10.2020,19:58:00,112182,115163,108250,109455,30
29.10.2020,19:59:00,113124,115272,107947,114185,18
29.10.2020,20:00:00,114297,115036,107936,111675,1
30.10.2020,10:00:00,109298,115248,108323,113579,17
30.10.2020,10:01:00,112937,115092,107942,114701,62
30.10.2020,10:02:00,110921,115221,107955,114126,31
30.10.2020,10:03:00,112519,115282,107938,107980,27
30.10.2020,10:04:00,108788,115139,108028,110783,79
30.10.2020,10:05:00,114314,114895,107938,111716,86
30.10.2020,10:06:00,110705,115289,107945,108687,86
30.10.2020,10:07:00,112394,115223,108051,114860,23
30.10.2020,10:08:00,113144,115296,107943,107943,15
30.10.2020,10:09:00,110025,115227,108003,114420,15
30.10.2020,10:10:00,114640,115231,108216,115231,69
30.10.2020,10:11:00,111956,114358,108025,112308,91
30.10.2020,10:12:00,111539,115281,108341,108943,54
30.10.2020,10:13:00,113040,115061,107978,108105,63
30.10.2020,10:14:00,109178,115252,107934,108205,15
30.10.2020,10:15:00,108646,115124,108478,113906,7
30.10.2020,10:16:00,109821,115072,108301,111495,26
30.10.2020,10:17:00,111720,114980,108076,111878,70
30.10.2020,10:18:00,108188,115232,108049,114482,31
30.10.2020,10:19:00,114075,115139,108056,115080,27
30.10.2020,10:20:00,110455,115211,107964,114441,13
30.10.2020,10:21:00,110174,115266,107931,109890,72
30.10.2020,10:22:00,108665,115219,107936,111017,20
30.10.2020,10:23:00,111282,115082,108117,108337,3
30.10.2020,10:24:00,108832,115184,108420,110825,3
30.10.2020,10:25:00,109342,115283,108039,108590,94
30.10.2020,10:26:00,114704,115210,108163,114941,64
30.10.2020,10:27:00,108389,115210,108112,111269,72
30.10.2020,10:28:00,113486,115259,107915,112016,64
30.10.2020,10:29:00,108140,115015,107974,109732,12
30.10.2020,10:30:00,112872,115225,108052,113658,74
30.10.2020,10:31:00,111735,115246,108170,111962,34
30.10.2020,10:32:00,110537,115287,108008,114313,10
30.10.2020,10:33:00,108419,114804,107906,110500,25
30.10.2020,10:34:00,111263,114747,107937,108247,98
30.10.2020,10:35:00,109252,115260,108030,113541,48
30.10.2020,10:36:00,110075,115143,107975,110957,13
30.10.2020,10:37:00,115081,115213,108031,113295,35
30.10.2020,10:38:00,114163,115217,108065,115133,82
30.10.2020,10:39:00,108810,114891,108071,111730,29
30.10.2020,10:40:00,111787,115187,108049,108465,89
30.10.2020,10:41:00,111925,115276,107968,110810,55
30.10.2020,10:42:00,110256,115081,107928,114024,55
30.10.2020,10:43:00,113173,115204,107927,109744,19
30.10.2020,10:44:00,110606,115148,108073,112731,80
30.10.2020,10:45:00,112520,115147,107987,110528,66
30.10.2020,10:46:00,108202,115268,108042,114033,76
30.10.2020,10:47:00,113523,115227,108064,113152,27
30.10.2020,10:48:00,112055,115090,107909,109509,60
30.10.2020,10:49:00,113029,115288,107948,113804,66
30.10.2020,10:50:00,109157,115121,107906,110545,38
30.10.2020,10:51:00,111402,115187,108204,112769,73
30.10.2020,10:52:00,114874,115286,108092,110151,41
30.10.2020,10:53:00,113081,115284,107919,115047,47
30.10.2020,10:54:00,108887,115129,107972,114809,35
30.10.2020,10:55:00,108358,115192,108018,110339,9
30.10.2020,10:56:00,110190,115208,107980,114208,65
30.10.2020,10:57:00,114836,115252,107903,113773,88
30.10.2020,10:58:00,111950,115124,107916,110805,65
30.10.2020,10:59:00,113314,115259,108037,108431,96
30.10.2020,11:00:00,108587,115298,107949,115066,13
30.10.2020,11:01:00,111652,115279,108044,114528,1
30.10.2020,11:02:00,108926,115252,107975,110038,74
30.10.2020,11:03:00,114496,115188,107942,113587,64
30.10.2020,11:04:00,115274,115293,107944,114254,34
30.10.2020,11:05:00,113123,115291,108232,114827,92
30.10.2020,11:06:00,112510,115253,107984,114174,24
30.10.2020,11:07:00,110934,115287,107938,115256,81
30.10.2020,11:08:00,110294,115281,107999,108228,23
30.10.2020,11:09:00,112109,115274,108241,111156,90
30.10.2020,11:10:00,113265,115149,107934,113559,11
30.10.2020,11:11:00,108086,115244,108015,109197,94
30.10.2020,11:12:00,114966,115143,107965,110937,4
30.10.2020,11:13:00,113315,115276,107995,111922,88
30.10.2020,11:14:00,112882,115281,108110,110628,36
30.10.2020,11:15:00,115269,115281,108031,108045,29
30.10.2020,11:16:00,112062,115226,107927,114332,35
30.10.2020,11:17:00,109096,115295,107970,108045,28
30.10.2020,11:18:00,110894,115256,108082,112697,97
30.10.2020,11:19:00,114015,115288,107925,109388,89
30.10.2020,11:20:00,113430,115201,108175,110995,11
30.10.2020,11:21:00,112237,115131,107944,114493,55
30.10.2020,11:22:00,113478,115071,108111,111569,81
30.10.2020,11:23:00,108575,115229,108094,110610,35
30.10.2020,11:25:00,110518,115100,107937,112326,19
30.10.2020,11:26:00,108406,115264,107972,109566,52
30.10.2020,11:27:00,113485,115188,108069,112196,32
30.10.2020,11:28:00,111227,115221,107913,109079,17
30.10.2020,11:29:00,108457,115214,108017,108017,67
30.10.2020,11:30:00,109549,114966,108010,111157,56
30.10.2020,11:31:00,111586,115149,107910,114859,47
30.10.2020,11:32:00,112326,115260,107917,111781,20
30.10.2020,11:33:00,109691,115222,108287,108367,7
30.10.2020,11:34:00,110981,115276,107992,109374,90
30.10.2020,11:35:00,113084,115231,108182,113262,58
30.10.2020,11:36:00,108493,115227,107982,114132,70
30.10.2020,11:37:00,111396,115227,107963,113713,10
30.10.2020,11:38:00,110660,115263,107950,110448,48
30.10.2020,11:39:00,113356,115242,107902,107902,34
30.10.2020,11:40:00,110249,115205,107935,111109,93
30.10.2020,11:41:00,114596,115173,108035,109932,26
30.10.2020,11:42:00,109612,115100,108108,110738,33
30.10.2020,11:43:00,110036,115247,108003,109122,92
30.10.2020,11:44:00,111515,115149,107950,114127,35
30.10.2020,11:45:00,108628,115197,107998,114239,91
30.10.2020,11:46:00,111257,114903,108154,109220,81
30.10.2020,11:47:00,114658,114958,107964,110544,36
30.10.2020,11:48:00,113065,115227,108050,109156,7
30.10.2020,11:49:00,113675,114899,107903,113776,79
30.10.2020,11:50:00,115127,115196,108394,109410,14
30.10.2020,11:51:00,113483,115097,108327,112469,41
30.10.2020,11:52:00,110858,115051,107910,109895,40
30.10.2020,11:53:00,110160,114965,108503,114785,5
30.10.2020,11:54:00,113371,115296,107951,112981,59
30.10.2020,11:55:00,110185,115198,108014,108353,47
30.10.2020,11:56:00,110370,115185,108001,109407,17
30.10.2020,11:57:00,113850,115220,108008,111388,90
30.10.2020,11:58:00,112397,115238,108047,109223,21
30.10.2020,11:59:00,109276,115008,108086,110388,92
30.10.2020,12:00:00,108285,115114,108171,114163,81
30.10.2020,12:01:00,109610,115296,108047,109587,93
30.10.2020,12:02:00,113628,115267,107948,109530,21
30.10.2020,12:03:00,111410,115241,107973,108057,61
30.10.2020,12:04:00,110273,115174,108085,108625,32
30.10.2020,12:05:00,109887,115248,108137,112220,16
30.10.2020,12:06:00,109839,115237,107960,111632,84
30.10.2020,12:07:00,112659,115221,107987,110202,66
30.10.2020,12:08:00,110860,115291,108037,114828,82
30.10.2020,12:09:00,111678,115079,108132,109119,93
30.10.2020,12:10:00,109709,115279,108224,114461,77
30.10.2020,12:11:00,108555,115107,107978,110727,69
30.10.2020,12:12:00,113818,115116,107956,114558,44
30.10.2020,12:13:00,109276,115269,108062,109873,58
30.10.2020,12:14:00,109575,115255,107929,115048,36
30.10.2020,12:15:00,111862,115262,107928,110020,98
30.10.2020,12:16:00,114205,115177,107929,112573,15
30.10.2020,12:17:00,114585,115096,108001,113025,73
30.10.2020,12:18:00,107966,115289,107966,113011,66
30.10.2020,12:19:00,113416,115243,108076,111748,81
30.10.2020,12:20:00,108770,115107,108068,111878,51
30.10.2020,12:21:00,110427,115178,108056,112640,38
30.10.2020,12:22:00,109876,115267,108026,114290,75
30.10.2020,12:23:00,112133,115279,107915,114553,53
30.10.2020,12:24:00,109171,115027,108245,113137,23
30.10.2020,12:25:00,110491,115271,108016,112886,83
30.10.2020,12:26:00,111824,115224,108003,111816,63
30.10.2020,12:27:00,109997,115257,107902,112986,28
30.10.2020,12:28:00,110087,115208,107960,109180,83
30.10.2020,12:29:00,111655,115287,107908,109186,87
30.10.2020,12:30:00,112536,115264,108113,110292,55
30.10.2020,12:31:00,114276,115226,108030,112428,42
30.10.2020,12:32:00,108690,115277,108033,109515,78
30.10.2020,12:33:00,109370,115138,108039,110951,85
30.10.2020,12:34:00,109285,115058,107936,114838,13
30.10.2020,12:35:00,110779,115218,108377,109624,64
30.10.2020,12:36:00,114105,114933,107953,114933,20
30.10.2020,12:37:00,109133,115161,108332,114660,18
30.10.2020,12:38:00,113754,115138,107911,112376,16
30.10.2020,12:39:00,110506,115236,108037,110110,57
30.10.2020,12:40:00,113538,115297,107902,109970,67
30.10.2020,12:41:00,108917,114945,108190,112547,38
30.10.2020,12:42:00,115057,115220,108160,109819,7
30.10.2020,12:43:00,110556,115036,107920,112834,66
30.10.2020,12:44:00,108077,115270,108002,115147,39
30.10.2020,12:45:00,109819,114978,107927,110769,78
30.10.2020,12:46:00,112079,115195,108039,110303,41
30.10.2020,12:47:00,109687,115285,108020,115003,13
30.10.2020,12:48:00,112091,114942,108046,114189,5
30.10.2020,12:49:00,107903,115153,107903,112141,25
30.10.2020,12:50:00,114946,115031,108074,111534,20
30.10.2020,12:51:00,114267,115209,107949,112474,38
30.10.2020,12:52:00,113616,115078,107938,110180,6
30.10.2020,12:53:00,113390,114970,108162,111643,97
30.10.2020,12:54:00,108207,115245,108170,109088,84
30.10.2020,12:55:00,108803,115239,107964,109645,69
30.10.2020,12:56:00,113689,115113,108036,113335,39
30.10.2020,12:57:00,108982,115238,107997,113830,3
30.10.2020,12:58:00,112715,115115,108044,109584,1
30.10.2020,12:59:00,115043,115126,107955,113457,58
30.10.2020,13:00:00,110820,115235,108009,114222,5
30.10.2020,13:01:00,109836,115126,108039,111220,52
30.10.2020,13:02:00,111312,115279,108016,115279,62
30.10.2020,13:03:00,114998,115246,108029,112548,94
30.10.2020,13:04:00,109627,114707,108159,108381,67
30.10.2020,13:05:00,108630,115213,107909,113578,86
30.10.2020,13:06:00,112046,115266,107927,114688,70
30.10.2020,13:07:00,112162,115123,107918,108847,67
30.10.2020,13:08:00,113347,115193,107976,113597,60
30.10.2020,13:09:00,110146,115263,107977,109228,2
30.10.2020,13:10:00,111758,115172,107935,108453,98
30.10.2020,13:11:00,111140,115199,107966,109011,45
30.10.2020,13:12:00,111215,115291,108278,113791,57
30.10.2020,13:13:00,112155,115097,108000,109405,17
30.10.2020,13:14:00,112193,114961,107939,111610,19
30.10.2020,13:15:00,110946,114546,107910,111485,33
30.10.2020,13:16:00,111909,115065,107952,108070,35
30.10.2020,13:17:00,111412,115193,108025,111765,35
30.10.2020,13:18:00,110619,115243,107968,113122,16
30.10.2020,13:19:00,114250,115031,108117,108887,40
30.10.2020,13:20:00,113901,115189,108111,108384,70
30.10.2020,13:21:00,107942,115221,107942,112596,15
30.10.2020,13:22:00,109982,115180,107971,109032,37
30.10.2020,13:23:00,110470,115232,107976,108880,2
30.10.2020,13:24:00,108109,115014,108043,110763,3
30.10.2020,13:25:00,107903,115285,107903,113747,63
30.10.2020,13:26:00,112554,114902,108042,112275,67
30.10.2020,13:27:00,113536,115162,108078,114039,56
30.10.2020,13:28:00,109041,115277,108330,110177,27
30.10.2020,13:29:00,114397,114986,108317,111456,28
30.10.2020,13:30:00,114308,115174,108088,108314,14
30.10.2020,13:31:00,114375,115275,107945,111777,51
30.10.2020,13:32:00,112987,115253,107929,112015,41
30.10.2020,13:33:00,109659,115253,107964,110680,64
30.10.2020,13:34:00,115002,115002,107907,110174,69
30.10.2020,13:35:00,108725,115094,107992,114634,95
30.10.2020,13:36:00,110570,115277,107903,113349,88
30.10.2020,13:37:00,113687,115228,108194,114889,68
30.10.2020,13:38:00,109921,115240,107900,114860,98
30.10.2020,13:39:00,108499,115259,107942,111893,39
30.10.2020,13:40:00,109621,115268,108009,114399,70
30.10.2020,13:41:00,110013,115101,107975,114838,82
30.10.2020,13:42:00,113864,115245,107985,113622,19
30.10.2020,13:43:00,111238,114874,107983,107983,51
30.10.2020,13:44:00,114451,115090,107984,109352,28
30.10.2020,13:45:00,114723,115214,108319,110285,94
30.10.2020,13:46:00,108066,115107,108066,112040,88
30.10.2020,13:47:00,110617,115229,107934,108711,53
30.10.2020,13:48:00,113835,115216,107986,108196,49
30.10.2020,13:49:00,110722,115205,108207,109292,84
30.10.2020,13:50:00,111967,115215,107919,111109,24
30.10.2020,13:51:00,115144,115144,107905,111197,60
30.10.2020,13:52:00,108196,115176,107977,108230,28
30.10.2020,13:53:00,111002,115119,107904,113170,45
